latitude,longitude,taken_date,t2m,d2m,tp
56.75,52.75,2017-08-12,289.14,284.271,0.745716
56.75,53,2017-08-07,289.323,286.108,1.52608
53.25,53.25,2017-08-07,291.406,286.674,0
53.25,50.5,2017-08-13,292.391,284.945,1.13673
53.5,48.75,2017-08-08,291.001,286.226,0
54,51.75,2017-08-12,290.451,284.877,0.331612
53.5,51.5,2017-08-11,293.584,282.373,0
54,49,2017-08-09,292.718,286.655,1.51453
54.25,48.25,2017-08-07,292.862,287.674,0
54,55.75,2017-08-08,291.605,289.2,0
54.75,49.25,2017-08-07,293.787,288.072,0
55,53,2017-08-09,289.731,282.576,1.67622
54.75,54.5,2017-08-12,289.959,285.16,1.65312
55.75,52.25,2017-08-13,287.815,282.796,0.836456
54,48.5,2017-08-13,290.407,285.502,1.92204
55.75,54.5,2017-08-08,289.59,287.402,0.0643425
56,54.5,2017-08-13,287.877,280.507,3.04391
53.5,53,2017-08-09,292.557,283.294,0.519691
53.75,54.5,2017-08-08,291.921,287.762,0
56,52.25,2017-08-08,290.148,285.182,0.145184
57,51.5,2017-08-07,290.678,286.943,1.07568
53.75,52.25,2017-08-13,289.127,282.861,3.03237
54.25,50,2017-08-12,291.286,285.496,0
55,48.75,2017-08-08,290.814,286.808,0
55,51.5,2017-08-11,290.821,283.615,0.00659943
56.25,47.5,2017-08-11,292.842,287.452,0.356361
56,53.75,2017-08-10,286.324,281.973,0.112186
56,54,2017-08-07,290.804,287.185,0.494946
56.25,54.75,2017-08-13,286.924,280.936,4.32417
56.5,54,2017-08-11,290.401,284.455,0
53.25,54.5,2017-08-07,290.776,285.829,0
53.25,49.25,2017-08-12,293.404,286.818,0
53.75,48.5,2017-08-10,289.014,281.903,0.00989914
54,50,2017-08-09,291.607,283.923,0.108887
54,52.25,2017-08-10,288.394,281.923,0.00329971
54.25,55.5,2017-08-11,289.612,283.294,0
54.75,47,2017-08-12,290.253,285.225,1.49968
54.75,53.25,2017-08-12,290.169,284.91,0.902451
54.75,49.5,2017-08-13,287.926,284.557,4.02061
54.75,48,2017-08-13,291.222,284.146,1.20272
55,49.25,2017-08-10,291.533,285.868,0.310165
56,47,2017-08-13,289.544,284.901,0.430603
55.25,48.5,2017-08-12,290.674,284.794,0.164982
55.25,48.75,2017-08-07,291.615,287.243,0.0164986
55.75,47,2017-08-08,290.812,286.035,0.131985
55.75,53.25,2017-08-08,290.71,288.839,0.00824738
56,49.5,2017-08-12,290.056,284.824,1.27201
56,48,2017-08-12,291.072,285.578,0.699524
56,51.25,2017-08-09,289.199,283.648,0.160034
56,50.5,2017-08-07,289.522,287.422,0.130337
56,53.25,2017-08-13,287.941,281.22,0.709423
53,50.75,2017-08-10,290.938,281.008,0
56.25,51,2017-08-11,290.673,284.821,0.394306
56,55.75,2017-08-10,284.733,278.791,0.117138
56.5,50.5,2017-08-11,290.392,285.894,1.11858
53,52.5,2017-08-09,293.436,282.823,1.28686
53.75,47.25,2017-08-13,288.803,283.934,0.537842
54.5,50.5,2017-08-13,288.951,283.69,1.29676
53.75,52,2017-08-13,288.919,283.297,2.81459
54.5,47,2017-08-07,291.785,286.793,0.00494766
55.5,49.25,2017-08-12,290.822,285.314,0.56094
54.75,50.75,2017-08-11,291.436,283.903,0
55,50,2017-08-13,288.973,283.606,0.765514
54.5,53.25,2017-08-07,291.076,285.908,0.00824738
55.5,54.5,2017-08-07,289.762,286.374,0.650028
55.75,53,2017-08-10,290.64,283.638,0.00164795
56.25,51.75,2017-08-11,289.514,284.844,0.133636
57,54.75,2017-08-08,290.096,286.238,0.0148468
56.75,48.5,2017-08-07,290.644,286.934,1.05753
56.75,48.75,2017-08-12,288.673,284.86,0.757267
53,54.75,2017-08-08,293.7,287.797,0
54,52,2017-08-10,288.285,282.075,0.00659943
53.5,52.75,2017-08-08,293.069,288.526,0
53.75,49.25,2017-08-09,292.803,285.376,0.0808411
53.5,49,2017-08-13,292.326,288.483,0.946995
54,47.25,2017-08-10,287.508,282.894,0.00824738
54,56,2017-08-11,289.126,283.6,0
57,52.5,2017-08-09,286.912,281.188,0.00824738
56.25,47.75,2017-08-07,290.979,289.741,0.245823
54.5,54,2017-08-13,288.57,280.938,1.47824
55,48.5,2017-08-09,290.459,284.671,7.03648
56,48.25,2017-08-10,287.857,285.229,0.108887
57,50.75,2017-08-10,287.435,284.923,0.671474
54.25,47.5,2017-08-09,289.831,284.401,2.67765
53.5,48.5,2017-08-09,292.072,283.351,0.102287
54,53,2017-08-13,288.868,282.311,4.64919
53,55,2017-08-10,287.33,276.903,0.338211
54,51,2017-08-12,290.883,285.053,0.145184
54.5,49.25,2017-08-12,291.086,286.027,0.143536
54.25,53.75,2017-08-07,290.742,285.716,0.0263977
54.25,54,2017-08-10,284.64,279.019,0.023098
54.5,54.5,2017-08-07,291.673,285.389,0.00824738
55,49,2017-08-13,290.497,286.574,0.377808
54.75,55,2017-08-11,290.747,283.15,0
55.25,47.5,2017-08-13,288.924,284.464,0.199627
55,52.75,2017-08-08,289.682,285.486,0
55.5,50.5,2017-08-13,288.935,283.757,0.595585
55.25,54.75,2017-08-11,290.715,283.288,0
55.5,47,2017-08-07,293.263,287.667,0.229324
55.75,49.25,2017-08-09,289.895,285.61,0.108887
55.5,53.25,2017-08-07,289.99,285.849,0.164982
53,53.5,2017-08-10,288.111,277.566,0.00329971
57,53.5,2017-08-10,286.835,282.211,0.425652
53,55.25,2017-08-13,288.066,283.119,4.86861
57,55.25,2017-08-13,286.914,280.679,4.27303
53.5,50,2017-08-13,291.689,284.675,0.65168
53.75,53,2017-08-10,287.685,280.187,0.00164795
54.25,50.5,2017-08-10,288.992,282.98,0.0181465
54,47.5,2017-08-12,291.407,284.243,0.107239
54,48.25,2017-08-08,290.103,287.758,0
54.25,51,2017-08-09,290.939,283.879,0.227676
54.25,55.75,2017-08-07,291.879,285.183,0.0313454
54.75,49.75,2017-08-13,287.882,284.177,1.66137
55.25,51,2017-08-13,288.27,282.234,0.400906
54.75,53.5,2017-08-11,291.194,284.293,0
55.25,52.75,2017-08-07,290.694,285.954,0.00824738
55.25,53,2017-08-12,290.366,285.04,0.381107
55.75,47.25,2017-08-13,289.51,284.431,0.288719
55.5,54,2017-08-13,288.465,280.569,3.43657
56,52,2017-08-08,289.682,285.19,0.140236
55.75,52,2017-08-13,287.616,282.458,0.546089
56,49.75,2017-08-12,289.721,284.91,2.13486
56,47.25,2017-08-08,290.856,286.404,0.151783
56.25,55.5,2017-08-09,286.364,278.874,0.758915
56,54.25,2017-08-11,290.282,284.786,0
56.5,54.25,2017-08-07,289.738,286.731,1.02949
56.75,52.5,2017-08-11,290.448,284.66,0.00989914
56.5,55.5,2017-08-10,284.298,278.411,0.362961
57,55,2017-08-10,284.334,280.88,0.156734
53.5,51.5,2017-08-12,292.081,285.177,0
53,54.5,2017-08-10,287.863,276.706,0.023098
54,51.75,2017-08-11,292.069,284.13,0
54.5,55,2017-08-07,291.461,285.488,0.0346451
54.5,53.5,2017-08-07,291.36,285.863,0.0115471
55,52.5,2017-08-08,289.643,286.018,0
56.5,49.25,2017-08-13,287.752,282.321,0.382759
57,48.5,2017-08-08,288.701,285.547,0.122086
54.25,49,2017-08-11,293.367,284.818,0.00329971
54.75,54.5,2017-08-11,291.04,283.315,0
55.5,50.75,2017-08-07,292.597,287.769,0.0181465
56.75,54.75,2017-08-07,289.127,285.93,0.828209
53,48.5,2017-08-08,292.128,285.982,0
54,47.75,2017-08-07,291.99,285.487,0
54.5,50.25,2017-08-08,291.152,289.451,0
55,54.75,2017-08-09,289.489,282.401,0.979992
54.75,50.25,2017-08-09,290.392,285.024,3.28149
55.25,52.5,2017-08-07,290.585,286.089,0.00494766
56.25,56,2017-08-11,288.005,286.033,0
56.25,47.25,2017-08-10,289.577,285.492,0.486698
56.25,52,2017-08-10,288.53,283.136,0.0197983
56.5,47.25,2017-08-09,288.924,285.66,0.227676
53,47,2017-08-10,287.818,282.184,0
56.75,52.75,2017-08-11,290.714,284.413,0.00659943
57,54.5,2017-08-10,285.72,283.39,0.146835
56.5,52,2017-08-09,288.742,281.229,0.0610428
53,55.75,2017-08-13,287.978,283.52,7.92738
53,53.25,2017-08-10,288.063,278.401,0
53,52.75,2017-08-09,293.215,282.829,1.37595
53.25,49.25,2017-08-11,293.598,285.135,0
53.5,54.75,2017-08-09,290.816,281.767,2.28335
54.75,53.25,2017-08-11,290.908,284.416,0
54.25,55.25,2017-08-07,292.133,285.517,0.00989914
54.25,55.5,2017-08-12,288.776,285.527,0.747368
54.5,50.75,2017-08-07,291.163,286.01,0.00659943
54.75,47,2017-08-11,290.421,286.066,0
55.5,55,2017-08-07,289.532,287.397,0.907398
55.25,48.5,2017-08-11,291.481,285.1,0.0346451
56,48,2017-08-11,292.732,286.445,0.0709419
56,49.5,2017-08-11,291.248,285.907,0.295319
56.25,53,2017-08-13,287.635,281.016,1.67126
56.5,48,2017-08-07,290.482,288.124,0.725922
56.25,51,2017-08-12,289.595,284.739,1.3248
57,53.75,2017-08-13,284.284,281.486,0.838108
56.5,49.5,2017-08-07,290.925,287.964,0.509792
56.75,50.25,2017-08-10,287.127,284.536,0.922249
56.5,50.5,2017-08-12,289.019,284.827,1.35615
53.5,52.5,2017-08-08,292.873,288.698,0
53,53.75,2017-08-13,290.333,282.327,8.76218
53.25,51.5,2017-08-10,290.391,280.898,0
54,55.5,2017-08-09,289.889,282.52,1.15652
54.25,50,2017-08-11,292.39,284.528,0
55,51.5,2017-08-12,290.526,285.076,0.18148
55.5,53.5,2017-08-07,290.024,285.779,0.397606
55.5,50.25,2017-08-08,290.918,286.365,0.00989914
56.25,47.5,2017-08-12,290.861,285.644,1.49144
56.25,48.25,2017-08-08,290.325,285.979,0.0329971
57,47,2017-08-10,287.375,284.844,1.56238
56.5,54,2017-08-12,289.235,285.178,1.7983
57,52.75,2017-08-09,286.587,280.809,0.00164795
53,48.25,2017-08-13,290.83,284.213,0.821609
57,55.75,2017-08-13,286.225,280.458,12.7415
57,53.25,2017-08-10,287.369,282.791,0.35471
53.25,50.25,2017-08-08,292.666,287.348,0
53.75,55,2017-08-08,291.707,288.071,0
53.25,53.5,2017-08-07,291.503,286.354,0
55.75,54.75,2017-08-10,285.591,280.391,0.00824738
55,55.5,2017-08-13,287.535,280.951,3.52731
54,55.25,2017-08-08,292.114,288.643,0
54,56,2017-08-12,288.719,286.694,0.321716
55.5,51.5,2017-08-10,290.115,283.886,0.183128
53,53,2017-08-08,294.737,286.875,0
56.25,53.75,2017-08-08,289.778,284.954,0.267269
57,53,2017-08-08,288.987,285.539,0.00824738
53.25,55,2017-08-07,290.943,284.875,0
53.75,50.25,2017-08-07,291.955,287.037,0
54.25,56,2017-08-09,289.531,282.834,0.970093
53.75,53.5,2017-08-08,292.053,288.318,0
54.25,51.5,2017-08-13,288.14,282.821,1.09218
55.25,51.5,2017-08-09,290.295,284.403,4.12455
54.75,50.75,2017-08-12,291.012,285.009,0
55.5,49.25,2017-08-11,292.3,285.824,0.174881
55.25,56,2017-08-13,286.537,281.222,8.23589
56.25,51.75,2017-08-12,289.572,284.373,3.37058
56.25,49,2017-08-09,288.884,285.541,0.00659943
55.75,50.75,2017-08-08,289.793,285.222,0.00164795
56,50.75,2017-08-13,287.608,282.084,1.72901
56.5,49,2017-08-10,287.414,284.566,1.10043
56.25,55.75,2017-08-08,288.637,287.021,0.417404
56.75,51.5,2017-08-08,289.522,285.681,0.292019
56.75,48.75,2017-08-11,290.493,287.229,0.697872
56.5,51.25,2017-08-08,289.728,285.653,0.270569
57,48.25,2017-08-13,286.914,283.234,0.178181
53.75,50.75,2017-08-08,291.256,286.53,0
53,48.75,2017-08-09,293.295,284.597,0.118786
54,47.5,2017-08-11,291.181,284.6,0.0197983
54,54.75,2017-08-13,288.304,281.324,6.67516
54.75,54.25,2017-08-13,287.789,280.536,2.99277
54.5,51.5,2017-08-10,288.494,282.693,0.0610428
55.25,53,2017-08-11,291.598,283.734,0.00164795
54.75,53.5,2017-08-12,290.261,284.901,0.99979
55.75,50.25,2017-08-07,291.073,287.169,0.0197983
56,53.5,2017-08-13,287.925,281.278,0.978344
55.75,53.5,2017-08-08,290.449,288.659,0.0131989
56,49.75,2017-08-11,291.22,285.621,0.222725
56.75,52.5,2017-08-12,289.054,284.252,0.737469
56.5,49.75,2017-08-07,290.75,287.785,0.356361
56,54.25,2017-08-12,289.338,286.057,0.504845
56,55.25,2017-08-10,284.528,278.948,0.367908
56.25,48.5,2017-08-13,287.857,283.144,0.598885
53.5,55.5,2017-08-13,288.537,283.361,5.63743
53.25,50.75,2017-08-07,292.568,286.599,0
54,51,2017-08-11,293.017,282.995,0
53.75,54.75,2017-08-10,286.242,277.312,0.00164795
55.25,54.75,2017-08-12,289.806,285.607,2.08867
54.5,49.25,2017-08-11,292.115,285.502,0.0131989
54.75,55,2017-08-12,289.964,285.337,1.99958
54.25,47.75,2017-08-08,290.335,289.411,0
56.5,52.25,2017-08-09,288.831,280.951,0.0725937
55.75,55,2017-08-08,289.239,286.866,0.18478
56,55,2017-08-13,287.506,280.426,2.35594
56.25,52.25,2017-08-10,288.851,282.89,0.0214462
56.5,50,2017-08-10,286.967,284.41,1.43534
56.25,50,2017-08-09,288.851,285.514,0.0494957
56.75,47.75,2017-08-13,288.557,283.817,0.189728
53.5,49.25,2017-08-11,295.049,286.617,0.00659943
57,48.75,2017-08-09,287.99,285.029,0.452049
53.25,54.75,2017-08-09,290.516,281.78,3.56031
53.75,52.5,2017-08-07,291.244,286.171,0.00659943
56.25,47.25,2017-08-12,291.022,285.957,1.3809
54.5,55.5,2017-08-13,286.953,280.932,4.09485
54.75,51.5,2017-08-07,291.401,286.123,0
55.75,48.5,2017-08-11,292.533,286.257,0.16333
56.25,52,2017-08-12,289.55,284.227,4.38027
56.25,49.75,2017-08-08,290.323,285.305,0.199627
57,54.5,2017-08-12,289.14,285.714,2.92678
57,49.25,2017-08-07,290.355,285.984,0.938747
53,49.25,2017-08-07,295.047,288.33,0.00494766
53,54.5,2017-08-12,290.107,287.221,0.0296974
53.5,51.5,2017-08-10,289.92,281.269,0
53.25,52.5,2017-08-08,293.944,288.154,0
53.25,51.5,2017-08-12,292.418,285.446,0
56.25,54,2017-08-09,287.672,280.594,0.374508
55,51.5,2017-08-10,289.507,283.227,0.0313454
55.5,55.5,2017-08-13,287.034,281.101,4.88346
56,53.75,2017-08-11,290.662,285.246,0
56.25,47.5,2017-08-10,289.206,285.391,0.428951
56.5,47.5,2017-08-09,288.746,285.651,0.178181
56.5,53.75,2017-08-07,289.698,286.363,0.923897
57,47,2017-08-12,289.197,285.081,2.70405
56.5,54,2017-08-10,285.457,281.781,0.127037
57,53.25,2017-08-12,288.855,284.448,0.527943
57,48,2017-08-13,287.537,283.553,0.161682
57,49.5,2017-08-13,287.147,281.962,0.501545
53,49.5,2017-08-13,292.621,285.68,0.53949
53,47,2017-08-12,290.845,283.948,0.224377
53,48,2017-08-13,290.483,283.382,0.81171
54.25,54.25,2017-08-07,290.749,285.595,0.00659943
53,53.25,2017-08-12,291.125,286.66,0
53.75,48.5,2017-08-11,291.843,283.798,0.00659943
54,52.25,2017-08-11,291.566,284.506,0
54.25,55.5,2017-08-10,285.475,277.708,0.00659943
55,49.25,2017-08-11,292.287,285.764,0.0511436
56.25,50.5,2017-08-09,289.252,285.094,0.117138
56,55.75,2017-08-11,288.666,285.619,0
55.75,52.5,2017-08-07,292.378,285.972,0.424004
56.25,51,2017-08-10,288.285,284.405,0.377808
56.25,51.25,2017-08-07,291.212,286.873,0.612083
56.5,55.75,2017-08-07,288.934,286.193,0.628582
56.5,50.5,2017-08-10,287.385,284.608,1.48318
56.5,51,2017-08-09,289.075,283.322,0.00824738
56.75,50.25,2017-08-12,288.542,284.828,2.12662
54.5,52.5,2017-08-08,289.34,284.668,0
53,50.75,2017-08-11,291.861,283.192,0
53.75,51.5,2017-08-09,291.755,283.424,0.222725
53.75,56,2017-08-13,289.209,283.024,7.07607
54.75,50.75,2017-08-10,288.893,283.379,0.0197983
55,55,2017-08-07,290.363,284.872,0.0676422
54.75,52.5,2017-08-09,289.094,283.539,1.7917
55.25,53.5,2017-08-08,289.338,285.936,0.0593948
55.25,50.25,2017-08-07,292.517,288.028,0.0197983
55.75,53,2017-08-11,291.663,284.798,0.046196
56.25,51.75,2017-08-10,288.275,283.532,0.0263977
56.25,49.5,2017-08-08,290.416,285.386,0.145184
56.25,48,2017-08-08,290.268,286.134,0.0296974
56.5,49,2017-08-12,288.834,284.903,0.757267
56.5,51.75,2017-08-09,288.649,281.658,0.0445442
56.75,53.5,2017-08-09,287.287,279.842,0.34811
53.25,55.5,2017-08-13,288.134,283.924,6.24291
54,52,2017-08-11,291.773,284.367,0
53.5,50.75,2017-08-07,292.263,286.521,0
54,47.25,2017-08-11,290.763,284.862,0.0197983
54.5,54.75,2017-08-09,290.213,281.961,1.21922
54,56,2017-08-10,285.898,278.135,0.069294
54,54.25,2017-08-08,291.107,288.253,0
55,50.25,2017-08-08,290.441,287.327,0
54.75,54.75,2017-08-08,290.405,287.696,0
55.25,55,2017-08-08,290.283,286.399,0.0940399
55,53.5,2017-08-07,291.54,285.176,0.0214462
55.5,51.5,2017-08-12,290.611,285.127,1.17467
57,50.75,2017-08-11,289.194,286.56,1.50298
55.75,54.75,2017-08-12,288.895,286.135,0.813362
56,47.75,2017-08-09,289.446,285.776,0.148483
56,48.25,2017-08-11,292.419,286.356,0.151783
56.5,48.25,2017-08-07,290.762,287.935,0.765514
56.75,55,2017-08-09,285.904,278.734,1.38255
53.5,50.25,2017-08-08,291.263,286.218,0
53,55,2017-08-11,290.092,282.994,0
53.75,54.75,2017-08-12,289.195,284.337,0.285419
53.5,53.5,2017-08-07,290.947,286.309,0
54.25,54,2017-08-11,289.699,283.757,0
54.75,55,2017-08-10,285.31,277.87,0.00659943
55.25,54.75,2017-08-10,284.762,279.179,0.0329971
55,50.75,2017-08-07,291.888,286.559,0
56.5,50,2017-08-12,288.731,284.861,2.24705
55.5,52.5,2017-08-08,289.557,288.464,0.100639
56.25,52.25,2017-08-12,289.764,284.171,2.99112
57,49.75,2017-08-13,287.172,282.059,0.249123
57,53.5,2017-08-11,290.083,284.719,0
53,49.75,2017-08-13,292.535,285.429,0.25737
54.5,51.5,2017-08-12,290.308,284.905,0.476799
53,53.5,2017-08-11,291.566,283.102,0
53.5,55,2017-08-07,290.236,285.554,0.00164795
53.75,53,2017-08-11,292.678,283.002,0
54.25,50.5,2017-08-11,291.619,283.727,0
54.75,53.5,2017-08-10,287.206,280.538,0.0115471
55.25,50.75,2017-08-08,290.484,286.993,0.0247459
54.75,55.25,2017-08-13,286.924,280.574,4.02886
55.5,54.75,2017-08-09,290.007,282.731,2.72715
56,54.25,2017-08-10,285.233,280.99,0.0907402
55.75,51.5,2017-08-09,289.671,283.654,0.752316
55.75,56,2017-08-13,286.417,280.916,7.37469
56,55.5,2017-08-07,289.857,286.504,0.546089
56,55.25,2017-08-12,288.291,286.04,0.577435
56.75,52.5,2017-08-10,287.752,283.516,0.00989914
56,56,2017-08-08,288.193,286.365,0.752316
56.5,55.5,2017-08-11,288.454,285.829,0
56.75,50.75,2017-08-09,289.152,283.228,0.00824738
54,49.5,2017-08-08,291.454,288.115,0
57,55,2017-08-11,289.154,285.385,0
53,54.5,2017-08-11,290.378,283.044,0
53.25,53,2017-08-09,292.339,283.228,0.62693
54,51.75,2017-08-10,288.281,282.237,0.00329971
54,48,2017-08-08,290.308,288.376,0
54.75,54.5,2017-08-10,285.25,278.281,0
54.5,50,2017-08-13,288.955,284.802,1.40564
55,50.5,2017-08-13,288.186,282.802,0.846355
55.5,52.75,2017-08-08,289.512,288.37,0.100639
55,53.25,2017-08-07,291.666,285.355,0.00329971
55,47,2017-08-07,292.543,288.25,0.0362968
55.5,49,2017-08-13,289.059,283.991,0.555988
53,50.25,2017-08-09,293.258,283.522,0.226025
57,50.25,2017-08-09,288.465,284.277,0.0379448
53.5,54.5,2017-08-07,291.099,285.865,0
53.5,49.25,2017-08-12,293.931,288.17,0.0197983
53.75,51.75,2017-08-13,288.878,283.792,3.46792
55.25,47,2017-08-08,291.09,286.105,0.0313454
54.25,49,2017-08-10,291.445,283.19,0.0659943
54.5,48.5,2017-08-09,292.54,286.578,3.28809
54.25,51.25,2017-08-08,290.331,287.499,0
54.75,48.5,2017-08-08,291.536,287.864,0
55,54,2017-08-13,287.902,280.637,2.7618
55.25,53.25,2017-08-08,289.365,286.136,0.046196
55.75,48.5,2017-08-12,291.076,285.633,0.140236
55.75,48.75,2017-08-07,293.594,287.831,0.19138
56.25,52,2017-08-11,289.69,284.383,0.122086
56.25,47.25,2017-08-11,292.681,287.761,0.252422
56.5,56,2017-08-09,285.167,278.709,1.8577
56.25,56,2017-08-10,284.62,278.498,1.14333
56.25,54.25,2017-08-08,289.551,286.384,0.214478
56.5,51.5,2017-08-13,286.321,281.251,1.87584
56.75,51.25,2017-08-13,286.295,281.943,0.584034
56.75,47,2017-08-09,288.565,285.734,0.4603
56.75,53.25,2017-08-09,287.542,280.111,0.164982
57,54.5,2017-08-11,290.031,285.744,0
56.75,52.75,2017-08-10,287.988,283.243,0.0131989
53,47,2017-08-11,290.291,284.905,0.00164795
53,53.25,2017-08-11,292.041,283.115,0
53.25,49.25,2017-08-10,290.248,284.855,0
53.5,54,2017-08-13,289.269,282.393,9.91706
54,52.25,2017-08-12,290.361,284.822,0.189728
53.75,48.5,2017-08-12,291.495,284.842,0.428951
53.75,48.75,2017-08-07,293.596,288.802,0
54.5,52.75,2017-08-08,289.467,284.438,0
54.5,49,2017-08-13,290.165,285.446,5.53019
54.25,49.75,2017-08-07,292.617,285.747,0
55,49.25,2017-08-12,292.244,286.395,0.0709419
54.75,52.75,2017-08-09,288.976,283.14,2.45493
54.75,53.25,2017-08-10,288.63,281.278,0.0214462
54.75,47,2017-08-10,288.19,285.145,0.0577431
54.75,55.75,2017-08-13,287.397,281.071,3.90512
55.5,50,2017-08-13,289.616,284.08,0.55764
55,54.5,2017-08-07,290.254,284.773,0.136936
55.25,48.5,2017-08-10,289.105,284.267,0.113838
56,49.5,2017-08-10,287.789,284.373,0.4636
55.75,51.75,2017-08-13,287.577,282.163,0.518044
56,48,2017-08-10,287.834,285.937,0.303566
56,55.75,2017-08-12,288.132,286.35,0.440502
56,51.75,2017-08-08,289.835,285.257,0.145184
56.75,50.25,2017-08-11,290.144,286.319,1.01134
53.25,51.5,2017-08-11,292.956,282.767,0
53.25,48.75,2017-08-08,291.612,286.078,0
53.5,47,2017-08-07,291.08,283.92,0.00164795
53.5,53.25,2017-08-07,290.827,286.227,0
53.5,50.5,2017-08-13,292.009,284.874,0.920597
54.25,50,2017-08-10,289.626,283.243,0.00494766
55.25,54.5,2017-08-08,289.749,285.864,0.082489
55.25,52.25,2017-08-13,287.016,282.002,0.978344
54.25,52.25,2017-08-09,289.606,283.771,1.14003
54.75,53.75,2017-08-13,288.851,280.916,1.59867
57,47,2017-08-11,290.324,288.11,0.131985
55.5,48.5,2017-08-09,290.121,285.279,0.668175
56.5,47.75,2017-08-08,289.686,286.07,0.0329971
56,53.75,2017-08-12,290.125,285.41,0.285419
56.75,54.5,2017-08-09,286.671,279.798,0.542789
57,53.25,2017-08-11,290.216,284.663,0.00494766
54,49.75,2017-08-08,291.019,287.324,0
54,47.25,2017-08-12,291.197,284.249,0.871105
53.25,48.5,2017-08-09,292.915,283.343,0.0676422
55.25,49.25,2017-08-09,291.341,286.776,2.80139
54,52,2017-08-12,290.381,284.844,0.526291
54.25,49.25,2017-08-13,289.608,285.142,3.41182
54.75,48.25,2017-08-13,291.258,284.801,0.922249
55.5,48.75,2017-08-08,290.868,286.093,0
55.5,51.5,2017-08-11,290.811,284.079,0.113838
55.75,47.5,2017-08-13,289.281,284.306,0.392658
55.75,54.75,2017-08-11,289.824,284.783,0
56.75,49.25,2017-08-08,289.489,285.501,0.607132
56,47.5,2017-08-08,290.844,286.249,0.156734
56,48.25,2017-08-12,291.062,285.15,1.05093
57,50.75,2017-08-12,288.095,284.73,1.23736
53.25,50,2017-08-13,292.442,285.2,0.318417
53,50.75,2017-08-12,293.298,285.806,0
54.25,52,2017-08-09,289.829,283.851,0.696224
54.25,47.25,2017-08-09,289.859,284.478,2.709
54.75,53,2017-08-08,289.495,285.189,0
54.5,53,2017-08-09,289.001,283.197,0.973392
55.25,47.25,2017-08-13,288.903,284.567,0.18808
55.5,49.25,2017-08-10,289.179,285.233,0.168282
55.25,52,2017-08-13,286.902,282.166,1.01299
56.5,49,2017-08-11,289.962,287.131,0.321716
55.75,52.75,2017-08-07,292.484,286.099,0.569187
55.75,53,2017-08-12,291.14,285.73,0.678074
56,51,2017-08-08,290.38,285.102,0.0247459
55.75,51,2017-08-13,287.514,281.998,1.19447
56,49,2017-08-07,292.033,288.135,0.0923882
53,53.5,2017-08-12,290.929,286.927,0
56.75,48.75,2017-08-10,287.026,284.686,2.24045
53,54.25,2017-08-13,289.667,282.038,7.49677
53.75,51,2017-08-13,290.081,284.507,1.39904
53.75,52.75,2017-08-07,291.29,286.1,0.00329971
53.75,53,2017-08-12,290.697,284.814,0.0527954
54,47.5,2017-08-10,287.889,282.655,0.00824738
54.25,48,2017-08-07,292.156,286.656,0
54,54,2017-08-09,289.038,282.778,1.24561
54.5,48.75,2017-08-08,293.651,289.64,0
54.25,49.5,2017-08-07,293.353,285.822,0
54.25,50.5,2017-08-12,290.667,285.171,0
54.75,48.75,2017-08-09,291.757,284.982,2.15631
54.5,51.5,2017-08-11,291.686,283.401,0
56.5,55.25,2017-08-07,288.669,286.436,0.755615
56,49.75,2017-08-10,287.999,284.379,0.455349
55.25,53,2017-08-10,290.092,281.923,0.0412445
56,55.25,2017-08-11,289.209,285.206,0
56.5,55.5,2017-08-12,288.293,285.495,0.697872
53.25,49,2017-08-13,291.37,286.351,0.437202
57,55,2017-08-12,288.831,285.477,3.23529
53,55,2017-08-12,289.572,287.627,0.00164795
54,50.5,2017-08-09,291.504,283.647,0.0857887
53.25,52.75,2017-08-08,293.935,287.687,0
53.75,47.5,2017-08-13,289.718,283.869,0.593933
53.75,54.75,2017-08-11,289.752,283.137,0
54,51,2017-08-10,289.043,282.393,0.00164795
54,51.25,2017-08-07,291.657,287.029,0.0313454
54.25,54,2017-08-12,289.402,284.393,1.38585
55.5,53,2017-08-09,290.081,282.796,2.99937
54.5,49.25,2017-08-10,290.473,283.914,0.0560951
56.25,52.25,2017-08-11,290.109,284.366,0.0395966
56,50,2017-08-07,291.684,287.472,0.0940399
56.5,50,2017-08-11,290.472,285.961,0.551041
54,53.5,2017-08-07,291.043,286.125,0.00164795
57,53.5,2017-08-12,288.983,284.558,0.481747
57,54.25,2017-08-13,284.669,282.946,4.32582
53.25,55.25,2017-08-08,292.967,287.977,0
53.25,56,2017-08-12,287.934,287.208,0
53.75,50,2017-08-11,292.964,283.843,0
54,50.25,2017-08-08,290.694,287.115,0
55,52,2017-08-11,290.335,284.015,0
54.5,47.75,2017-08-07,291.786,286.769,0
55,47.25,2017-08-11,290.855,285.635,0.00659943
55.5,55.5,2017-08-09,288.063,282.146,3.01257
55,56,2017-08-10,284.993,280.201,0.046196
55,54.25,2017-08-08,289.599,286.318,0.046196
56,54.75,2017-08-07,290.421,286.009,0.395958
56.25,54,2017-08-13,287.585,280.817,2.50937
57,48,2017-08-09,288.043,285.136,0.475147
56.5,47.5,2017-08-13,288.731,284.551,0.244171
56.5,54.75,2017-08-11,289.302,284.574,0
57,49.5,2017-08-09,288.093,285.26,0.0395966
57,51.25,2017-08-12,288.074,284.443,1.67456
53,49.5,2017-08-09,293.115,284.709,0.262321
53,48,2017-08-09,293.036,282.084,0.28212
